student_id,n_videos,n_navigate,n_access,n_problem,n_page_close,n_discussion,n_wiki,n_events,n_events_lst_wk,n_access_lst_wk,n_access_lst2_wk,days_course_strt_access1,days_course_end_access_lst,unique_days_accessed,dropout
9372,0,4,2,0,0,0,1,7,0,0,2,15,14,2,1
9373,7,11,30,26,8,0,0,82,26,10,10,7,0,3,0
9374,0,3,5,0,1,0,0,9,1,0,0,14,15,2,1
9376,18,3,26,8,19,1,0,75,0,0,0,4,21,2,1
9377,33,22,101,29,62,14,2,263,115,44,58,1,0,9,0
9378,11,28,25,8,18,2,1,93,30,10,10,5,2,4,0
9379,21,5,29,14,26,0,0,95,0,0,0,7,20,3,1
9381,71,56,381,114,101,15,1,739,216,108,267,0,0,25,0
9383,35,16,62,0,46,9,1,169,8,4,21,13,3,6,1
9384,7,6,12,0,10,0,1,36,34,12,12,22,5,3,1
9385,1,4,4,0,3,0,0,12,0,0,0,9,20,2,1
9388,5,22,26,14,15,1,7,90,0,0,0,3,22,3,1
9390,1,9,21,0,12,0,0,43,0,0,0,1,21,2,1
9392,64,31,328,255,110,33,0,821,220,97,284,4,3,11,0
9397,3,11,26,0,15,0,0,55,8,4,13,0,2,10,0
9405,2,13,49,43,5,0,1,113,92,42,42,5,0,3,0
9406,22,32,66,32,52,153,2,359,63,19,19,0,1,9,0
9410,12,8,43,7,17,0,2,89,0,0,0,0,25,4,0
9411,0,4,0,0,0,0,0,4,0,0,0,NA,NA,1,1
9412,3,26,51,29,5,0,0,114,16,11,20,0,2,9,0
9416,6,15,25,0,15,9,1,71,3,2,2,1,7,8,0
9420,9,10,31,10,14,1,1,76,0,0,0,1,24,2,1
9426,25,12,40,32,37,0,1,147,47,12,12,10,6,3,0
9429,36,62,157,25,45,54,0,379,98,44,68,8,0,10,0
9431,6,36,106,98,6,2,1,255,99,38,41,7,1,9,0
9432,87,33,413,278,13,46,0,870,422,195,210,2,1,11,0
9438,1,2,4,0,3,1,0,11,0,0,0,4,25,1,1
9440,24,16,56,22,40,17,1,176,0,0,39,5,8,6,1
9443,15,54,88,24,53,3,2,239,7,3,12,0,6,14,1
9445,0,4,4,0,1,0,0,9,0,0,0,7,22,2,1
9447,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9448,13,8,111,14,16,23,0,185,27,14,29,0,4,15,1
9449,0,8,4,4,1,0,0,17,0,0,0,5,24,2,1
9451,20,23,90,37,51,2,0,223,89,36,56,0,0,12,0
9452,41,21,89,56,57,3,1,268,128,48,70,5,0,7,0
9455,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9456,10,2,33,30,0,4,0,79,0,0,0,14,15,1,1
9458,1,6,2,0,1,0,0,10,0,0,2,19,10,2,1
9461,0,33,48,59,5,26,4,175,68,17,17,0,0,13,0
9465,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9471,0,4,2,0,0,0,0,6,0,0,0,8,21,1,1
9476,2,4,6,0,2,0,0,14,0,0,0,14,15,1,1
9478,31,34,159,115,56,15,7,417,69,21,34,1,7,9,1
9481,37,38,80,44,61,1,1,262,89,22,40,5,3,7,0
9484,6,23,75,41,36,3,2,186,49,14,22,7,0,9,0
9489,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9492,15,24,33,20,22,4,47,165,0,0,0,0,27,4,1
9493,45,18,94,32,71,13,1,274,54,19,20,0,2,13,0
9496,22,29,80,60,48,38,0,277,47,11,20,1,2,9,0
9497,49,15,91,29,63,0,0,247,113,39,61,4,0,11,0
9498,28,57,258,191,43,68,12,657,138,85,129,1,0,14,0
9499,16,32,98,0,15,11,6,178,29,13,65,5,7,9,1
9504,0,20,87,70,1,28,2,208,10,2,69,5,3,7,0
9506,74,49,404,227,56,82,4,896,79,39,151,0,0,18,0
9512,0,7,0,0,0,2,0,9,0,0,0,NA,NA,1,1
9514,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9515,29,22,111,41,62,35,3,303,102,42,42,3,0,7,0
9516,4,6,11,44,9,25,4,103,98,11,11,23,6,2,1
9521,37,14,72,29,51,1,0,204,0,0,23,7,9,4,0
9522,1,48,127,48,6,28,6,264,80,49,85,5,0,8,0
9523,0,7,0,0,0,0,0,7,0,0,0,NA,NA,3,1
9524,2,15,51,24,7,1,1,101,33,21,21,0,1,8,1
9527,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9529,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9531,10,12,30,3,17,0,0,72,7,3,3,4,6,6,0
9537,0,2,3,0,0,0,0,5,0,0,0,4,25,1,1
9539,46,30,62,53,57,27,5,280,4,2,30,0,7,7,0
9540,25,3,64,37,10,8,0,147,141,62,64,18,7,3,1
9542,12,4,25,21,19,0,0,81,36,11,11,0,5,3,1
9543,0,5,0,0,0,1,1,7,0,0,0,NA,NA,1,1
9545,42,56,214,457,13,3,1,786,210,57,168,3,0,12,0
9548,3,7,14,1,7,14,2,48,0,0,0,7,22,1,1
9551,0,6,6,5,3,21,2,43,0,0,0,5,24,1,1
9554,2,1,9,0,3,0,0,15,0,0,0,7,22,1,1
9555,4,6,14,0,8,0,0,32,0,0,0,1,21,3,1
9558,2,12,82,22,8,15,4,145,0,0,0,1,19,6,1
9559,31,30,98,50,50,1,4,264,0,0,0,1,20,4,0
9561,1,1,2,0,1,0,0,5,0,0,0,7,22,1,1
9562,3,2,40,25,3,0,0,73,64,33,33,8,0,4,0
9563,7,16,19,2,15,31,1,91,0,0,0,0,22,4,1
9564,0,6,8,0,0,56,1,71,0,0,0,5,24,2,1
9567,1,6,10,0,5,0,0,22,4,2,2,4,7,4,0
9569,7,6,13,30,5,1,0,62,0,0,0,8,21,1,1
9571,1,2,2,0,1,0,0,6,0,0,0,4,25,1,1
9573,8,29,177,67,9,13,1,304,73,50,75,0,1,8,0
9574,20,7,38,16,21,30,0,132,16,6,6,0,4,4,1
9575,31,66,143,40,58,26,21,385,106,42,96,5,0,17,0
9576,1,5,1,0,1,1,1,10,0,0,0,8,21,1,1
9578,4,1,7,0,5,2,0,19,0,0,0,4,25,1,1
9580,0,9,19,0,8,13,3,52,0,0,0,0,22,2,0
9583,4,6,18,14,9,4,0,55,0,0,10,7,14,2,0
9584,9,7,14,0,12,4,4,50,0,0,0,5,24,1,1
9585,0,6,3,5,0,2,1,17,0,0,0,5,24,1,1
9586,48,34,85,49,68,60,3,347,54,11,45,0,4,9,0
9589,7,8,21,0,15,1,1,53,0,0,12,5,10,3,0
9591,0,2,2,0,0,0,0,4,0,0,2,20,9,1,1
9593,3,6,13,0,7,20,1,50,0,0,8,3,9,2,1
9594,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
9595,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
9596,0,3,0,0,0,0,0,3,0,0,0,NA,NA,2,1
9597,3,37,83,42,12,35,1,213,60,33,33,1,4,11,0
9598,35,36,126,58,12,0,1,268,45,25,55,0,0,10,0
9599,3,24,58,8,7,0,1,101,28,9,46,0,0,6,0
9601,0,4,2,0,2,0,0,8,0,0,0,1,24,2,1
9602,0,11,2,0,1,0,0,14,0,0,0,7,22,6,1
9603,0,10,0,0,0,0,0,10,0,0,0,NA,NA,5,1
9606,0,18,2,4,1,0,2,27,0,0,0,2,27,6,1
9608,3,25,29,18,4,1,1,81,4,0,0,0,28,10,0
9609,1,11,6,0,1,1,0,20,0,0,2,7,14,3,1
9612,50,25,175,44,92,43,1,430,44,13,64,1,0,7,0
9615,2,23,113,50,4,6,2,200,110,70,70,4,1,7,0
9616,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9618,0,2,11,0,8,0,0,21,0,0,11,20,9,1,1
9620,41,15,103,47,44,9,0,259,36,15,29,7,4,7,1
9622,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9623,1,1,25,0,3,0,0,30,0,0,0,0,23,5,1
9629,1,5,2,0,1,1,1,11,0,0,0,7,22,1,1
9630,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9631,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9633,8,39,98,55,11,15,4,230,49,17,65,5,1,6,0
9641,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9644,19,15,64,0,26,5,0,129,0,0,9,2,9,5,1
9645,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9646,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9649,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9650,14,5,42,38,17,3,1,120,21,7,7,2,1,4,0
9652,44,15,73,20,55,7,0,214,68,21,66,13,1,8,0
9654,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9656,1,2,2,0,1,0,0,6,0,0,0,8,21,1,1
9657,3,39,46,24,3,9,2,126,65,30,45,8,2,6,0
9658,71,37,301,248,154,6,0,817,333,124,140,2,1,16,1
9659,20,37,99,43,47,33,1,280,102,35,50,0,0,8,0
9662,7,7,50,9,12,0,0,85,0,0,19,6,10,5,0
9664,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9666,0,21,15,32,0,28,1,97,0,0,3,1,8,5,0
9668,4,12,16,0,10,1,0,43,8,3,16,19,4,3,1
9670,1,7,4,0,2,0,0,14,0,0,0,3,25,2,1
9671,38,22,134,42,64,11,0,311,10,5,45,0,5,5,0
9673,18,25,55,100,33,8,1,240,2,0,16,0,10,5,0
9674,38,22,150,42,92,30,2,376,122,55,91,0,1,7,0
9679,3,4,8,0,4,0,0,19,0,0,0,0,29,2,1
9680,2,3,5,0,2,0,0,12,0,0,0,7,22,1,1
9681,61,36,276,232,83,49,1,738,212,100,100,0,1,8,1
9682,45,30,106,77,70,72,2,402,120,24,42,1,1,9,0
9683,101,37,221,148,63,137,1,708,9,4,11,0,4,12,1
9684,38,24,201,211,29,11,2,516,178,73,90,3,0,9,0
9686,8,21,99,23,34,4,0,189,45,28,45,0,1,12,0
9690,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
9692,1,3,6,0,2,0,0,12,0,0,3,0,9,2,0
9693,17,17,70,0,30,0,0,134,0,0,0,2,15,7,1
9694,2,12,5,0,3,0,0,22,0,0,0,7,15,3,1
9695,0,13,10,0,4,5,2,34,0,0,0,0,25,3,1
9698,18,5,59,12,18,0,0,112,0,0,0,2,20,4,0
9700,56,19,158,10,52,9,0,304,20,10,13,8,1,10,0
9701,61,16,165,151,63,3,2,461,10,5,32,0,5,9,0
9705,19,28,53,24,42,18,3,187,25,8,21,0,2,7,1
9706,3,30,69,145,9,48,2,306,81,12,27,5,6,12,0
9710,0,2,5,19,1,0,0,27,0,0,0,4,25,1,1
9711,6,32,82,22,10,15,4,171,9,6,15,0,4,12,1
9712,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9714,75,19,236,222,74,95,2,723,382,119,151,1,1,9,0
9716,2,5,18,14,6,0,0,45,0,0,0,5,24,1,1
9717,19,4,45,6,29,0,0,103,18,8,8,4,3,4,0
9718,8,6,71,64,21,0,0,170,23,15,24,1,6,4,0
9719,22,11,88,10,34,0,0,165,38,18,37,7,0,8,0
9721,83,25,268,197,77,102,2,754,111,50,189,9,3,13,0
9725,26,36,137,47,89,16,1,352,77,29,51,1,3,12,0
9726,2,24,21,0,2,14,14,77,0,0,17,8,14,4,1
9728,0,15,14,6,1,4,3,43,0,0,0,1,24,2,1
9730,4,16,73,3,4,0,2,102,27,19,35,7,1,6,0
9732,37,11,131,32,102,0,0,313,133,54,54,2,0,6,0
9734,0,2,0,0,0,0,0,2,0,0,0,NA,NA,2,1
9737,40,36,169,33,101,10,2,391,175,79,92,0,0,14,0
9738,76,21,110,16,87,16,1,327,31,10,56,1,1,7,0
9740,1,12,12,0,1,1,2,29,0,0,0,5,24,1,1
9741,1,19,103,38,5,0,0,166,42,30,36,6,4,4,0
9742,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
9745,11,22,38,38,22,78,2,211,0,0,0,1,22,6,1
9749,54,28,86,17,72,33,0,290,5,0,15,0,9,13,0
9750,25,25,72,30,40,13,2,207,19,6,21,5,0,6,0
9758,0,6,5,0,1,0,0,12,0,0,0,8,21,2,1
9759,0,5,9,5,0,3,0,22,0,0,0,5,24,1,1
9761,6,3,29,0,10,0,0,48,0,0,0,0,25,2,0
9762,9,11,85,26,10,4,1,146,0,0,7,5,13,6,1
9763,52,16,89,17,64,33,1,272,66,20,87,14,1,6,0
9765,4,15,36,21,1,0,2,79,0,0,0,3,18,6,0
9766,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
9769,0,7,16,12,0,3,1,39,0,0,0,5,24,1,1
9770,10,1,22,0,13,0,0,46,0,0,2,0,13,6,1
9772,6,23,56,6,6,0,0,97,19,9,24,4,4,9,0
9775,16,12,35,2,24,6,7,102,0,0,3,4,11,4,1
9776,1,2,3,0,1,0,0,7,0,0,0,14,15,1,1
9777,66,51,178,45,143,223,1,707,165,50,83,0,0,16,0
9778,1,19,11,0,1,17,12,61,0,0,0,14,15,1,1
9779,5,6,10,0,5,0,0,26,0,0,0,8,21,1,1
9782,9,7,27,25,19,0,0,87,60,16,19,7,2,5,1
9785,3,19,66,22,5,2,0,117,56,30,30,6,1,4,1
9786,22,8,49,0,33,0,0,112,27,11,14,0,0,8,0
9787,12,28,156,233,2,13,4,448,123,34,60,2,3,8,0
9789,16,10,88,213,42,0,0,369,3,2,2,2,3,7,1
9792,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9794,23,20,118,62,12,0,0,235,61,30,66,0,2,11,0
9795,16,16,39,14,21,0,1,107,0,0,0,4,24,2,1
9796,35,39,64,37,52,27,0,254,70,14,32,0,1,9,0
9798,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,0
9799,0,4,0,0,0,0,1,5,0,0,0,NA,NA,1,0
9804,71,27,231,396,81,41,3,850,63,26,120,0,5,14,1
9805,33,6,79,57,8,10,0,193,98,49,49,9,7,4,1
9806,5,24,28,12,5,0,0,74,6,2,4,7,5,6,0
9813,2,4,20,0,2,2,0,30,11,8,18,8,0,3,1
9815,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,0
9818,24,23,102,18,40,5,0,212,0,0,9,0,11,6,1
9821,54,20,93,35,54,1,1,258,4,2,2,0,7,9,1
9824,9,7,30,5,15,0,0,66,0,0,0,1,24,3,1
9826,25,32,144,34,69,47,1,352,110,45,45,0,1,14,0
9827,25,21,52,42,23,1,0,164,11,5,18,11,7,7,0
9830,0,1,4,4,0,0,0,9,0,0,0,5,24,1,1
9831,86,31,221,184,74,31,6,633,221,79,79,4,0,4,0
9832,40,10,60,22,52,4,0,188,0,0,39,8,10,3,1
9833,25,10,59,75,38,2,0,209,63,18,29,0,0,7,0
9834,4,11,7,0,6,4,1,33,0,0,0,5,19,2,1
9836,11,16,94,18,44,9,0,192,39,21,26,1,0,11,0
9837,1,1,6,6,2,0,0,16,0,0,0,5,24,1,1
9840,0,12,0,0,0,0,0,12,2,0,0,NA,NA,4,0
9842,1,33,94,46,9,7,1,191,41,21,39,4,4,10,1
9843,22,20,89,78,18,3,1,231,0,0,0,4,25,1,1
9848,0,6,9,0,0,0,0,15,0,0,0,5,24,1,0
9850,0,4,0,0,0,0,0,4,0,0,0,NA,NA,3,1
9855,1,19,5,0,1,0,0,26,5,2,5,15,6,6,0
9857,12,19,75,18,30,15,0,169,65,31,33,0,2,12,0
9863,14,37,84,21,31,249,13,449,82,29,50,8,0,11,0
9866,1,6,6,0,2,0,0,15,0,0,0,0,22,2,1
9870,63,49,210,93,64,112,0,591,0,0,0,0,16,10,1
9871,1,4,7,15,4,0,0,31,19,4,7,20,1,2,0
9874,11,24,99,46,30,12,1,223,65,35,38,1,1,10,0
9877,4,2,12,0,2,0,0,20,0,0,7,9,9,3,0
9878,2,7,33,32,4,0,2,80,0,0,19,5,8,5,0
9880,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9886,0,1,2,0,1,0,0,4,0,0,0,5,24,1,1
9887,80,55,389,109,99,18,7,757,125,52,127,0,2,13,0
9890,0,2,5,0,1,0,0,8,0,0,0,7,22,1,1
9892,1,3,6,5,1,0,0,16,0,0,0,5,24,1,1
9894,1,3,2,0,1,0,0,7,5,2,2,22,7,3,1
9895,65,41,140,114,112,8,0,480,241,69,69,5,1,6,0
9896,6,30,78,45,21,99,1,280,35,18,24,0,1,8,0
9898,18,91,240,53,29,46,3,480,130,70,107,0,0,16,0
9899,1,11,66,38,11,31,2,160,0,0,0,0,25,3,1
9903,0,2,0,0,0,0,0,2,0,0,0,NA,NA,2,1
9905,68,30,192,100,90,5,1,486,108,40,82,0,7,11,0
9910,18,22,65,20,37,1,0,163,12,4,17,0,7,11,0
9912,0,1,4,0,0,0,0,5,0,0,0,7,22,1,1
9913,100,45,141,83,36,41,1,447,112,44,49,0,0,11,0
9914,41,15,99,12,66,38,0,271,20,8,34,0,0,17,0
9915,2,69,29,0,5,4,1,110,0,0,3,2,10,7,0
9916,3,40,54,68,15,69,21,270,0,0,0,1,19,5,1
9917,29,24,69,21,52,19,1,215,138,39,65,4,0,9,0
9920,11,19,19,2,12,1,0,64,0,0,0,6,15,2,1
9921,14,45,203,229,22,13,10,536,147,55,77,1,0,15,1
9922,101,63,425,194,106,78,13,980,330,151,225,0,0,25,0
9924,5,19,30,8,18,5,1,86,60,19,26,4,0,7,0
9926,0,9,21,18,2,1,1,52,0,0,0,5,22,2,1
9927,28,54,79,36,56,51,5,309,29,13,42,0,0,14,0
9932,12,3,16,0,6,0,0,37,0,0,0,14,15,2,1
9935,0,7,0,0,0,0,0,7,0,0,0,NA,NA,1,1
9937,2,3,3,0,2,0,0,10,0,0,0,5,24,1,1
9941,53,27,276,252,66,59,6,739,0,0,44,9,13,6,0
9945,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
9951,35,37,188,40,103,11,0,414,180,85,102,2,0,10,0
9956,34,21,86,53,77,9,1,281,96,31,42,1,0,7,0
9960,27,60,274,98,3,223,7,692,12,6,67,0,3,12,0
9972,17,9,33,0,14,1,0,74,0,0,0,0,25,3,1
9973,27,19,70,183,50,43,5,397,34,12,15,2,7,8,0
9977,6,38,88,14,34,63,3,246,0,0,2,7,12,11,0
9979,32,22,112,4,1,1,4,176,85,59,94,1,6,6,0
9981,0,16,101,32,6,37,1,193,53,24,48,0,0,14,0
9982,0,2,8,85,1,0,0,96,0,0,0,7,21,2,1
9983,1,1,3,0,2,0,0,7,0,0,0,8,21,1,0
9984,13,17,55,31,43,10,0,169,0,0,24,6,8,4,0
9985,4,29,177,24,7,56,3,300,122,66,70,2,4,6,0
9986,0,4,11,24,0,0,0,39,0,0,0,1,22,2,1
9989,6,16,38,116,21,10,0,207,7,4,7,1,7,10,0
9990,0,7,11,4,2,2,0,26,0,0,2,4,10,4,1
9991,44,22,189,180,22,0,0,457,5,2,88,0,6,9,1
9992,0,10,4,0,0,0,0,14,0,0,0,3,26,2,1
9993,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
9997,64,17,126,0,80,2,0,289,106,49,69,1,0,10,0
9998,1,12,22,10,9,6,0,60,0,0,4,0,9,5,1
NA,6,9,58,18,15,5,0,111,25,10,10,3,4,6,1
10000,28,18,97,158,37,0,0,338,65,14,20,1,7,6,0
10002,2,2,5,0,3,0,0,12,0,0,0,7,22,2,1
10004,16,27,54,24,24,58,5,208,0,0,7,4,8,5,0
10006,3,1,5,7,4,0,0,20,0,0,0,5,24,1,1
10007,2,15,8,0,5,35,2,67,0,0,0,1,27,5,1
10011,1,3,1,0,1,0,1,7,0,0,0,7,22,1,1
10012,40,39,156,136,90,80,1,542,116,36,59,1,1,16,0
10017,21,15,42,4,30,16,0,128,0,0,19,0,13,5,1
10021,8,15,53,47,33,156,5,317,0,0,0,0,21,5,0
10022,3,1,5,0,4,0,0,13,0,0,0,5,24,1,1
10027,118,61,408,223,116,48,5,979,187,84,163,7,1,13,0
10028,89,35,148,114,76,7,0,469,156,52,95,0,1,11,0
10032,0,7,20,30,0,0,0,57,0,0,0,4,21,3,1
10033,0,12,49,21,0,1,1,84,0,0,0,0,24,2,1
10037,26,8,109,16,46,0,13,218,37,21,37,3,0,7,1
10041,2,6,20,10,10,0,0,48,0,0,0,7,16,3,0
10042,5,74,93,12,50,290,4,528,126,45,45,0,0,11,1
10044,8,28,91,74,26,22,0,249,0,0,0,1,22,5,1
10045,2,3,7,0,3,0,0,15,0,0,0,6,23,2,1
10046,11,7,66,27,38,1,0,150,0,0,0,0,19,4,1
10048,3,10,15,7,10,12,0,57,5,2,2,3,1,5,0
10049,23,30,108,15,37,7,1,221,162,82,82,0,0,11,0
10051,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
10052,7,4,12,0,8,0,0,31,0,0,3,14,14,2,1
10053,24,14,53,32,38,5,4,170,12,6,23,2,7,4,1
10054,87,49,160,58,119,12,0,485,179,45,109,10,1,17,0
10058,13,34,117,78,44,41,3,330,0,0,52,3,11,5,0
10060,51,15,149,87,27,5,0,334,228,96,144,14,1,8,0
10065,19,25,71,172,41,50,2,380,0,0,28,5,9,4,0
10067,15,32,121,41,45,43,1,298,37,20,30,0,0,13,0
10069,6,6,14,0,10,0,0,36,0,0,0,1,24,2,1
10070,68,32,196,301,123,7,19,746,257,59,95,1,0,15,0
10071,0,10,30,23,1,0,0,64,15,8,8,7,2,2,1
10072,2,1,7,0,3,0,0,13,0,0,0,4,25,1,1
10074,10,19,45,40,37,2,0,153,50,16,27,1,3,6,0
10075,4,4,11,0,7,0,0,26,0,0,0,2,22,3,1
10078,29,10,74,161,18,10,1,303,0,0,7,1,14,4,0
10079,7,12,16,20,11,0,0,66,0,0,0,5,24,1,1
10080,47,26,127,32,106,26,2,366,114,44,66,3,0,8,0
10081,29,27,73,46,50,6,0,231,73,25,38,7,0,10,0
10083,10,2,16,0,12,0,0,40,0,0,0,14,15,2,1
10086,11,5,43,33,17,1,0,110,0,0,0,4,24,2,1
10090,39,34,75,9,46,38,0,241,24,10,64,11,0,6,0
10091,16,11,86,70,3,3,0,189,87,40,64,4,4,4,0
10093,1,4,27,0,15,0,0,47,0,0,0,0,16,3,1
10095,20,22,81,77,41,26,2,269,120,31,68,7,0,8,0
10099,2,32,18,0,13,9,0,74,2,0,1,0,9,9,0
10100,55,35,113,65,51,14,4,337,46,20,20,2,1,9,0
10102,24,21,168,142,93,0,0,448,82,27,57,4,0,7,0
10104,5,33,304,204,85,111,1,743,202,87,87,5,1,10,0
10105,9,9,40,1,9,0,0,68,5,3,5,3,4,10,1
10106,37,17,161,29,40,8,0,292,122,76,92,1,1,11,0
10108,7,4,19,2,9,2,11,54,0,0,0,3,26,2,1
10110,2,4,36,0,1,2,0,45,0,0,0,4,19,4,1
10111,1,1,4,7,2,0,0,15,0,0,0,5,24,1,1
10114,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
10116,4,20,30,18,4,1,0,77,0,0,4,3,10,5,0
10117,2,2,6,0,0,0,0,10,0,0,0,4,25,1,1
10120,18,14,38,105,24,41,5,245,0,0,0,1,28,3,0
10122,21,40,162,132,98,95,14,562,184,74,76,2,0,15,0
10124,76,11,123,46,50,33,1,340,0,0,12,0,12,8,1
10126,17,12,50,67,28,10,2,186,0,0,15,6,11,5,1
10128,1,1,4,0,1,0,0,7,0,0,4,20,9,1,1
10130,4,23,28,8,6,0,0,69,42,13,13,2,3,9,0
10131,1,3,2,0,1,0,0,7,0,0,0,4,25,1,1
10133,1,13,36,19,6,4,2,81,0,0,0,1,19,5,1
10136,0,6,7,0,0,0,0,13,0,0,2,2,12,3,0
10137,1,1,2,0,1,0,0,5,0,0,0,7,22,1,1
10138,2,3,9,0,2,0,0,16,8,4,4,14,7,2,1
10140,20,23,40,0,26,7,3,119,0,0,19,0,8,5,0
10141,28,25,112,312,60,0,0,537,21,11,60,7,0,8,0
10142,3,11,28,22,9,5,5,83,0,0,0,3,15,4,1
10144,1,6,9,0,1,0,0,17,0,0,9,20,9,1,1
10145,6,1,11,0,9,0,0,27,0,0,0,7,22,1,1
10146,50,15,73,3,55,0,0,196,1,0,73,15,9,6,0
10147,6,5,30,15,11,0,0,67,0,0,30,17,12,2,1
10148,45,44,162,211,45,20,2,529,0,0,58,3,12,9,0
10154,14,7,92,41,63,2,0,219,62,27,48,0,0,5,0
10160,5,42,166,43,56,77,1,390,79,31,79,7,2,12,0
10161,8,13,58,38,20,4,1,142,0,0,0,0,21,6,1
10164,2,4,6,0,3,0,0,15,0,0,0,3,24,3,1
10165,3,7,12,0,2,0,2,26,0,0,0,0,20,3,1
10169,44,22,79,27,39,13,6,230,0,0,2,0,9,7,0
10170,3,7,13,0,9,1,0,33,20,8,8,13,7,4,1
10171,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
10177,70,61,352,177,105,53,1,819,102,55,104,0,0,20,0
10178,2,5,7,4,2,1,3,24,0,0,0,4,24,2,1
10179,4,4,28,55,3,0,0,94,0,0,0,2,15,5,0
10182,0,5,0,0,0,0,0,5,0,0,0,NA,NA,1,1
10185,5,8,14,1,10,0,2,40,4,2,2,0,6,4,1
10187,3,6,18,5,3,0,0,35,0,0,0,2,24,3,1
10190,31,9,106,164,43,0,0,353,209,50,50,1,0,6,0
10192,59,68,565,30,17,122,1,862,78,48,93,0,0,22,0
10193,0,35,89,26,38,3,0,191,0,0,7,0,10,11,1
10194,18,19,106,52,14,2,2,213,30,8,43,0,3,13,0
10196,0,7,17,0,10,0,0,34,0,0,0,4,21,2,1
10198,6,68,260,56,16,195,1,602,358,189,230,1,0,13,0
10200,32,14,93,40,53,3,1,236,109,38,38,4,0,9,0
10202,3,15,34,0,16,1,1,70,0,0,0,0,18,3,1
10204,16,22,58,40,37,2,3,178,5,2,10,3,3,7,0
10206,82,13,217,108,53,2,0,475,264,130,169,14,1,6,0
10208,33,22,51,34,15,17,1,173,10,3,15,8,7,7,0
10209,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
10210,9,8,23,15,15,3,1,74,0,0,0,4,22,3,1
10211,47,21,126,48,96,7,0,345,6,3,32,1,4,10,0
10212,7,7,27,12,12,9,1,75,0,0,0,6,22,2,0
10213,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
10214,3,2,6,0,1,0,0,12,0,0,0,8,21,1,1
10215,7,60,88,19,14,1,3,192,4,2,2,0,5,11,0
10216,0,5,0,0,0,0,0,5,0,0,0,NA,NA,2,0
10218,5,12,29,0,12,1,1,60,0,0,0,7,21,2,1
10219,7,14,59,18,27,2,0,127,0,0,9,0,14,5,1
10223,17,16,33,2,14,2,1,85,46,22,22,4,2,2,1
10225,6,2,14,0,6,0,0,28,0,0,0,8,20,3,1
10227,12,7,34,186,22,0,0,261,75,6,26,12,7,5,0
10230,3,16,68,34,39,84,0,244,48,19,19,2,2,6,0
10232,14,23,48,25,28,20,2,160,0,0,13,0,8,7,0
10236,1,6,14,19,1,0,1,42,0,0,0,5,22,3,1
10238,41,44,146,47,101,54,1,434,95,33,53,0,1,11,0
10240,2,4,6,4,4,2,1,23,0,0,0,5,24,1,1
10245,37,48,117,49,47,6,8,312,34,15,23,0,1,12,0
10246,3,10,24,2,13,0,0,52,0,0,11,0,8,6,0
10247,3,14,18,0,6,0,0,41,0,0,0,2,19,4,1
10250,2,3,3,0,2,0,0,10,0,0,0,7,22,1,1
10251,97,57,353,77,14,29,2,629,115,67,196,0,0,21,0
10253,8,4,20,5,10,0,0,47,6,3,3,0,3,5,1
10254,1,2,3,0,1,0,0,7,0,0,0,7,22,1,1
10259,1,1,2,0,1,0,0,5,0,0,0,7,22,1,1
10260,1,2,2,0,1,0,0,6,0,0,0,4,25,1,1
